 1,25/05/2025 01:20:29
1,25/05/2025 01:20:32
1,25/05/2025 01:20:34
1,25/05/2025 01:20:34
0,25/05/2025 01:20:40
0,25/05/2025 01:20:40
0,25/05/2025 01:20:42
1,25/05/2025 01:20:42
0,25/05/2025 01:21:28
1,25/05/2025 01:21:29
1,25/05/2025 01:21:29
1,25/05/2025 01:21:31
1,25/05/2025 01:21:32
1,25/05/2025 01:21:34
1,25/05/2025 01:21:45
0,25/05/2025 01:21:49
0,25/05/2025 01:24:26
0,25/05/2025 01:24:26
0,25/05/2025 01:24:27
0,25/05/2025 01:24:28
0,25/05/2025 01:24:28
0,25/05/2025 01:28:34
1,25/05/2025 01:28:34
0,25/05/2025 01:28:34
0,25/05/2025 01:28:34
0,25/05/2025 01:28:35
0,25/05/2025 01:28:35
0,25/05/2025 01:28:35
0,25/05/2025 01:28:51
0,25/05/2025 01:28:51
0,25/05/2025 01:28:51
0,25/05/2025 01:28:51
0,25/05/2025 01:28:52
0,25/05/2025 01:28:52
0,25/05/2025 01:28:53
0,25/05/2025 01:28:53
1,25/05/2025 01:28:53
0,25/05/2025 01:28:54
0,25/05/2025 01:28:54
0,25/05/2025 01:28:57
0,25/05/2025 01:28:57
0,25/05/2025 01:28:57
0,25/05/2025 01:28:58
0,25/05/2025 01:28:58
0,25/05/2025 01:28:58
0,25/05/2025 01:29:02
0,25/05/2025 01:29:03
0,25/05/2025 01:29:03
0,25/05/2025 01:29:03
0,25/05/2025 01:29:03
0,25/05/2025 01:29:03
0,25/05/2025 01:29:05
1,25/05/2025 01:29:05
1,25/05/2025 01:29:34
1,25/05/2025 01:29:34
1,25/05/2025 01:29:35
1,25/05/2025 01:31:53
1,25/05/2025 01:31:53
1,25/05/2025 01:31:53
0,25/05/2025 01:31:55
1,25/05/2025 01:31:57
1,20/04/2006 20:40:23
1,20/04/2006 20:40:23
0,20/04/2006 20:40:23
1,25/05/2025 01:32:41
0,25/05/2025 01:32:43
1,25/05/2025 01:32:45
0,25/05/2025 01:32:47
1,25/05/2025 01:34:41
1,25/05/2025 01:34:41
0,25/05/2025 01:34:42
0,25/05/2025 01:34:42
0,25/05/2025 01:34:42
